booking_id,commitment_county_years,concurrent_with_case_numbers,court_case_number,created_date,crime_date,definite_stated_term_years,end_date,good_time_eligible,gun_years,inmate_date_of_birth,inmate_first_name,inmate_key,inmate_last_name,inmate_middle_name,major_drug_offender_years,maximum_years,minimum_years,notes,offense_description,orc_code,person_id,return_violator_offender_years,sentence_date,sentence_id,sentence_type,start_date,statute,time_served_days,total_days
2b9a41dd-381e-474c-b6a3-42affc1eeb24,,[],CR-949895,2025-09-15 10:43:27,2024-09-23,,2024-11-23,False,,1944-04-26,Joshua,IN638651,Malone,,,,,Diversion program,BURGLARY 2,,P-1A257DD977,1.0,2024-05-20,SEN-4eca60f7-37f1-4d7a-8870-d308e5f912d9,DIVERSION,2024-05-27,RCW 63.51,31,180
42fff65d-ca98-40fd-8a4b-5de706c92f5f,,"[""CR-460428"", ""CR-796772""]",KC-24-98888,2025-09-15 10:43:27,2025-07-09,,2023-12-06,False,,1946-01-29,Veronica,IN396907,Guerrero,,,,,Time served,BURGLARY 2,2934.86,P-351EDF2CEF,,2023-11-26,SEN-0ae6c976-7e29-4b60-bf6b-87d17149e5ad,TIME_SERVED,2023-12-05,RCW 45.75,0,1
6e95e8bd-12e5-42e6-a8b6-b22e24924ea3,,"[""CR-629523"", ""CR-326641""]",CR-862600,2025-09-15 10:43:27,2023-10-12,,2024-09-25,False,,1965-08-08,민준,IN670921,최,,,,,Supervised probation,THEFT 3,,P-33DAF22550,2.2,2022-09-22,SEN-bd135e21-b7e3-45b9-a71d-f655228fe8e4,PROBATION,2022-09-26,RCW 26.437,41,730
3e1b9a9e-bb89-4b40-8771-cab2619ee0e2,,[],KC-24-56210,2025-09-15 10:43:27,2024-08-12,,2024-03-15,True,,1952-01-28,지원,IN966633,박,,,,,,ASSAULT 4,2957.68,P-B79FC651B7,2.5,2023-09-13,SEN-30f995e9-1441-48b3-af41-396feadd298e,JAIL_TIME,2023-09-17,RCW 29.924,23,180
ec12d526-b869-452f-9391-36944923633d,,[],KC-24-44961,2025-09-15 10:43:27,2023-10-03,3.7,2024-12-12,True,,2001-03-19,Melissa,IN264230,Townsend,,,6.8999999999999995,1.8,,BURGLARY 2,2984.34,P-11B4B08064,0.9,2024-06-02,SEN-0903dc3c-980f-4786-b93b-a353da5bdcef,JAIL_TIME,2024-06-15,RCW 43.447,6,180
12fbeadb-6768-4679-8124-509fe34b06e3,,[],CR-296026,2025-09-15 10:43:27,2025-03-26,,2023-11-06,False,,1945-01-10,Laurie,IN918205,Richardson,,,,,Time served,ASSAULT 4,2985.58,P-C2DF1FD61B,,2023-10-10,SEN-53f1ad0b-8f69-4409-9bfd-2b9fc9c72d58,TIME_SERVED,2023-10-17,RCW 41.402,18,20
56eae901-d8de-4f9c-812f-4e8c4c0036ee,1.3,"[""CR-726959"", ""CR-176061""]",KC-24-34965,2025-09-15 10:43:27,2024-01-12,,2025-05-16,False,,1973-12-07,香織,IN377294,清水,,,5.4,3.1,Sentence suspended,DUI,,P-30216EAF06,,2024-11-05,SEN-1a03831c-7bdc-4ef9-a4a5-7973c86bd423,SUSPENDED,2024-11-17,RCW 57.668,26,180
aa3a1e18-dd5e-4117-9d38-e7cd192ab1c9,,[],CR-533126,2025-09-15 10:43:27,2024-07-13,,2025-09-26,False,,1947-03-08,Samuel,IN175323,Shea,,,,,Supervised probation,DUI,2954.49,P-B1787B900B,,2022-09-19,SEN-ab2944ad-7e4e-4275-9b16-f57f86daddb7,PROBATION,2022-09-27,RCW 23.570,22,1095
8c44f3d6-d177-4c06-bc73-149cf1cd1304,1.9,"[""CR-211755"", ""CR-523839""]",CR-486682,2025-09-15 10:43:27,2024-02-03,,,False,,1953-05-01,Lindsey,IN932560,Smith,,,,,Fine only: $1000,BURGLARY 2,,P-3A8CFB5CE2,,2025-07-24,SEN-6b6e2d39-06b1-41c9-9f42-ed7c41750037,FINE_ONLY,2025-07-31,RCW 66.681,0,0
a3992c6f-7a2f-440b-a5fc-a6bd5222556e,1.6,"[""CR-443772""]",CR-755883,2025-09-15 10:43:27,2024-03-08,,2024-06-03,False,1.4,1954-12-02,Brandon,IN772096,Bell,,,,,Time served,THEFT 3,2998.59,P-56CA8EEA18,,2024-05-07,SEN-901ecc45-f258-489c-b194-982061b531d9,TIME_SERVED,2024-05-21,RCW 50.415,8,13
d9c360d2-ffb8-4f96-af8c-8dab3fcedfc8,,"[""CR-649260"", ""CR-418528""]",CR-478721,2025-09-15 10:43:27,2025-03-19,,2024-09-11,False,,1988-01-21,Gabrielle,IN937227,Foster,,,,,Supervised probation,DV VIOLATION,,P-707E4CBA70,,2023-09-11,SEN-aed15225-1dec-46ce-9771-4895d1160ac9,PROBATION,2023-09-12,RCW 54.125,16,365
63adc1cc-6bb2-430a-9b6f-616b05dc0380,,"[""CR-547033"", ""CR-145295""]",CR-406685,2025-09-15 10:43:27,2025-02-25,,2026-09-06,False,,1940-05-29,Tamara,IN910810,Pedrosa,,,,,Unsupervised probation,BURGLARY 2,,P-9A41829EF2,,2023-08-25,SEN-e38e278c-bf29-4571-8cf9-eacb17de43b1,PROBATION,2023-09-07,RCW 43.106,33,1095
4e5e7f70-c30e-4ae7-84fa-15bc2dc24d0e,,"[""CR-553428""]",CR-638282,2025-09-15 10:43:27,2025-03-16,,2023-12-04,True,,1957-05-15,Jaime,IN329063,García,,,,4.7,Eligible for work release,BURGLARY 2,2957.01,P-6535229C18,1.6,2022-11-24,SEN-df482ef9-8971-49cd-b68e-cf61ebf0f8e2,WORK_RELEASE,2022-12-04,RCW 10.549,31,365
e735071d-b8bd-4656-a70b-46e2b53b78ea,1.8,"[""CR-681114"", ""CR-495478""]",KC-24-73592,2025-09-15 10:43:27,2025-08-05,,,False,,1986-09-30,Ámbar,IN642203,Adadia,,,,,Fine only: $2000,DV VIOLATION,2987.51,P-E4CDA95888,,2023-06-03,SEN-713c2f41-5b76-4a1c-90b4-aba8c1499f3e,FINE_ONLY,2023-06-14,RCW 14.78,0,0
294a0d8b-1297-4032-9d2c-d0684a24b38f,,"[""CR-352352""]",KC-24-75278,2025-09-15 10:43:27,2024-01-23,,2025-08-06,False,,1973-07-02,Evan,IN231922,Guerra,,,,,Time served,THEFT 3,,P-B9A8068ECD,,2025-07-01,SEN-21e4cadc-e6d2-4dd3-8a03-aef4a5f40f43,TIME_SERVED,2025-07-14,RCW 68.526,5,23
c875c6ed-c895-4530-9fed-8f64e1decafa,1.4,[],CR-921033,2025-09-15 10:43:27,2025-05-30,,2025-11-03,False,,1942-12-05,Gary,IN245855,Morales,,,,,Deferred sentence,THEFT 3,2959.65,P-E5D0B691C2,,2024-11-01,SEN-62477b37-eb32-44cd-8e34-97492bc17a1f,DEFERRED_SENTENCE,2024-11-03,RCW 16.311,26,365
2d708437-f452-49a0-bf4a-6a7dd7a8c7de,,[],CR-578957,2025-09-15 10:43:27,2024-11-02,,,False,,1940-07-02,Gayathri,IN336538,Tailor,,,,,Fine only: $1000,THEFT 3,,P-560AFE3557,,2023-04-06,SEN-52b6f0a4-2eae-401e-921e-b545b3e1e7e2,FINE_ONLY,2023-04-18,RCW 25.127,0,0
53ffdf7e-54cf-41dd-9af1-3c0e81c9d01b,,"[""CR-649588"", ""CR-923831""]",CR-263689,2025-09-15 10:43:27,2025-04-28,,,False,,1962-04-13,Christopher,IN298562,Nunez,,,,5.0,Fine only: $500,DUI,2945.41,P-34D127EDE5,,2024-04-26,SEN-9d433043-a464-4709-86fc-0db9514ae324,FINE_ONLY,2024-04-30,RCW 37.911,0,0
d5836309-5fbf-475c-8803-f6da6081697d,,"[""CR-475867"", ""CR-433263""]",CR-815835,2025-09-15 10:43:27,2025-04-14,,2024-04-04,False,,1949-12-23,Eric,IN729707,Sloan,,,,,Sentence suspended,DUI,,P-BBBD5EAC01,,2024-03-05,SEN-9ec1739a-c8b2-4f94-9f0b-6b0f678ffabb,SUSPENDED,2024-03-05,RCW 43.630,7,30
57c5af8a-d426-4990-a4ee-ee9d3865a89b,,"[""CR-920196"", ""CR-190811""]",CR-491362,2025-09-15 10:43:27,2024-02-03,4.5,2022-11-08,True,,1945-10-16,Íñigo,IN637223,Mendizábal,,,,1.5,,BURGLARY 2,,P-A2B67B2995,,2022-09-29,SEN-b8a2ec6e-733b-492d-ae0a-e6c270627178,JAIL_TIME,2022-10-09,RCW 48.202,12,30
25ffaeef-221c-493c-a1a7-633907fc2b79,,[],CR-601038,2025-09-15 10:43:27,2025-05-29,,2026-02-02,False,2.7,1967-06-27,Shawn,IN252671,Williamson,,,,,Unsupervised probation,ASSAULT 4,2952.73,P-1184C6885C,,2025-01-25,SEN-20f41c2a-76d8-4557-a151-a8e49832a8c1,PROBATION,2025-02-02,RCW 56.945,15,365
b978b60b-45c1-4149-980f-4cdc244e37a0,1.8,"[""CR-184593"", ""CR-474918""]",CR-544762,2025-09-15 10:43:27,2024-06-12,,2022-12-10,False,,1942-12-30,Joshua,IN275682,Larsen,,,,,Time served,DUI,2901.33,P-C7106D805E,2.3,2022-11-18,SEN-d2bc0a79-8c82-4dfc-a18d-5b6c0b11cef5,TIME_SERVED,2022-11-19,RCW 65.834,13,21
0fc16427-f5bf-45d5-a4a2-4d7cd2c11829,,"[""CR-484393""]",KC-24-10342,2025-09-15 10:43:27,2024-07-26,,2024-05-01,False,,1946-11-09,Jafet,IN206274,Enríquez,,,,,Sentence suspended,ASSAULT 4,2998.64,P-0F0F1F0BB2,1.4,2024-03-27,SEN-5db9cc76-b727-47cf-86e1-044df9ed0b19,SUSPENDED,2024-04-01,RCW 62.360,4,30
39fc9cfd-d555-4f80-8639-d7765d66e966,,[],KC-24-45558,2025-09-15 10:43:27,2024-09-01,,,False,,1947-09-10,Alexa,IN959991,Le,,,,,Fine only: $500,THEFT 3,2960.59,P-EF6BD8BDBE,,2023-05-10,SEN-8a172a49-139a-41e8-b6dd-de046e13b899,FINE_ONLY,2023-05-10,RCW 15.709,0,0
de1ea931-8349-405b-9023-36756314f64b,,"[""CR-892085"", ""CR-414179""]",CR-939030,2025-09-15 10:43:27,2023-12-30,,2024-10-03,False,,1987-07-05,Ralph,IN945271,Moore,,,,,Supervised probation,DUI,2930.69,P-819CBD0CDD,,2022-09-29,SEN-fc47f75c-9d82-402d-a5c4-f475765794d0,PROBATION,2022-10-04,RCW 47.688,36,730
2db4128e-53d1-42ad-8206-e9b9fe83f4d0,,"[""CR-967881""]",KC-24-63267,2025-09-15 10:43:27,2024-03-11,,,False,,1966-06-03,Cosme,IN564129,Gibert,,,,,Fine only: $2000,DUI,,P-5C2C6787A9,,2025-07-06,SEN-31db0c7b-ead5-46c8-9f99-33e4d68b16c1,FINE_ONLY,2025-07-18,RCW 18.172,0,0
c486b855-3354-436d-974a-8e6e4fffc427,,"[""CR-194801""]",CR-249041,2025-09-15 10:43:27,2025-06-05,,2024-12-06,False,,1973-11-02,Gary,IN647323,Garrison,,,,,20 hours community service,DUI,2997.38,P-6C1A92B8D1,,2024-08-27,SEN-3360b847-1035-4c8f-b8e9-37930f23f32c,COMMUNITY_SERVICE,2024-09-07,RCW 22.323,5,90
191c53bf-1884-4eb4-af47-350d57eea010,,"[""CR-406285""]",CR-888770,2025-09-15 10:43:27,2024-10-28,,2025-05-04,False,,1952-08-02,Brunilda,IN776128,Sevilla,,,,4.9,40 hours community service,DUI,2931.89,P-FC1C700F30,,2025-01-27,SEN-f187dc36-b831-419e-9fa7-9a9235da5e94,COMMUNITY_SERVICE,2025-02-03,RCW 39.250,34,90
fdaa62ac-bf19-4086-a391-c88167c21ac3,,[],KC-24-30766,2025-09-15 10:43:27,2023-10-24,6.7,2026-03-09,True,,1992-04-04,冬梅,IN224144,高,,,,1.6,,DUI,2969.33,P-61393774B2,,2025-09-02,SEN-f0c1c7a8-6d54-4f26-8457-9d13208d3468,JAIL_TIME,2025-09-10,RCW 23.638,37,180
1c21c24d-711e-45b6-9f9c-ef74983dda3e,,"[""CR-103674"", ""CR-932201""]",CR-894375,2025-09-15 10:43:27,2025-08-28,,2026-12-02,False,,1944-06-20,Bibiana,IN756290,Dalmau,,,,,Unsupervised probation,DV VIOLATION,2942.64,P-14DEF822D8,,2024-11-21,SEN-cbac9df6-4bb1-4d65-8f2b-d76ccdf5748f,PROBATION,2024-12-02,RCW 31.875,37,730
93e9b0ad-40fa-44a7-bc1c-7092e1dde31d,,[],CR-574446,2025-09-15 10:43:27,2023-11-21,,2023-12-08,False,,1943-09-25,Logan,IN951164,Wright,,,2.4,1.4,Deferred sentence,ASSAULT 4,2998.65,P-E8209128C9,,2023-05-29,SEN-6ecaae84-d757-4462-badf-6b008d3f6b9d,DEFERRED_SENTENCE,2023-06-11,RCW 44.161,7,180
714e2e90-aa10-4ede-8bb4-61032fb84915,,[],KC-24-71299,2025-09-15 10:43:27,2024-07-12,,2023-05-15,True,,1977-04-20,Whitney,IN107744,Kelly,,,,1.2,,BURGLARY 2,2940.13,P-A8BB725660,,2023-04-23,SEN-4d03512a-7d64-45ac-94d9-e329fea68fbf,JAIL_TIME,2023-04-30,RCW 24.478,15,15
64a2122b-10ab-427d-b3e9-6a656f69c098,,[],CR-244366,2025-09-15 10:43:27,2025-09-09,,2023-12-31,False,,1943-06-19,Ashley,IN511624,Smith,,,,,Electronic monitoring,BURGLARY 2,,P-1C071A6DAE,,2023-11-22,SEN-717a804e-a12f-4f2b-bdb6-35be564e93de,ELECTRONIC_MONITORING,2023-12-01,RCW 51.616,16,30
7c219d84-8f16-4e47-a095-e27a0831d37a,,"[""CR-534449"", ""CR-170702""]",CR-875025,2025-09-15 10:43:27,2024-06-30,,,False,,1967-03-31,Kelsey,IN618486,Allen,,,,,Fine only: $500,DUI,2934.23,P-4AE65E618A,,2024-09-16,SEN-2ad47922-75dc-4841-bce7-321bf640e076,FINE_ONLY,2024-09-23,RCW 35.627,0,0
f579b99d-ad8b-4039-80a3-0a0ca75ca10e,,[],CR-677801,2025-09-15 10:43:27,2025-01-07,,2025-12-23,False,,1959-02-20,Emigdio,IN270096,Pedrero,,,,,Supervised probation,THEFT 3,2904.66,P-14816B17BF,1.5,2024-12-20,SEN-50e605d9-b2c0-43f6-b0d3-a239585f8b03,PROBATION,2024-12-23,RCW 22.281,33,365
7f8cad86-0250-4e00-9e76-151a7aa33f05,,[],CR-731744,2025-09-15 10:43:27,2024-10-30,,,False,,2007-06-18,Jaime,IN727124,Thompson,,,,,Fine only: $500,THEFT 3,2983.39,P-7CBEA7EF2E,,2023-05-10,SEN-e4542a3e-04e2-4802-8495-a64e21314d6d,FINE_ONLY,2023-05-23,RCW 45.817,0,0
feca3235-7fa8-441e-8087-8da300d729d6,0.6,"[""CR-468304"", ""CR-822541""]",KC-24-81481,2025-09-15 10:43:27,2024-03-09,0.5,2025-10-23,True,,1969-04-09,Kathryn,IN184174,Cobb,,,12.2,3.2,,ASSAULT 4,2939.32,P-0678DE2134,,2025-07-15,SEN-02bb858a-0ffa-4ff9-9c9b-4efdff2a8760,JAIL_TIME,2025-07-25,RCW 63.493,43,90
8366353f-0db8-4d20-be13-6b2d3a1ac0e6,,"[""CR-764330""]",CR-360897,2025-09-15 10:43:27,2024-01-25,,2025-10-22,False,,1985-05-20,Sandalio,IN980858,Vaquero,,,5.3,2.0,80 hours community service,DV VIOLATION,,P-09E8593F1C,0.5,2025-08-19,SEN-1cde074e-112d-45e8-be9d-e7a3a496a133,COMMUNITY_SERVICE,2025-08-23,RCW 64.649,11,60
0c9d3edb-182a-4853-a18d-ebd2ebf3bed1,,"[""CR-449348"", ""CR-313155""]",KC-24-32028,2025-09-15 10:43:27,2024-05-04,,2026-04-29,False,,1945-02-27,Alexandra,IN889895,Matthews,,,8.4,2.7,Supervised probation,DUI,,P-C334168C4A,,2024-04-24,SEN-b7708954-85bc-4544-a31c-a8acba9be733,PROBATION,2024-04-29,RCW 46.526,28,730
5f55819b-ea4d-4456-9349-31f1e393055b,,"[""CR-519543"", ""CR-570079""]",KC-24-90864,2025-09-15 10:43:27,2024-02-28,,2024-09-28,False,,1952-08-21,Ximena,IN853531,Moraleda,,,,3.8,Supervised probation,BURGLARY 2,2930.39,P-706111220A,1.7,2024-03-23,SEN-8051e9a2-f649-4f5a-ad2a-60f593c853b1,PROBATION,2024-04-01,RCW 33.674,38,180
ebe012b5-f685-4304-a643-51982d4c7f38,,"[""CR-323986""]",CR-389050,2025-09-15 10:43:27,2024-03-28,,,False,1.6,1969-01-06,香織,IN763791,高橋,,,,,Fine only: $1000,ASSAULT 4,2915.25,P-B47EE48990,,2024-11-25,SEN-c5501306-56e4-405e-a78d-1d55e5e13a78,FINE_ONLY,2024-12-09,RCW 43.449,0,0
a90f98c9-e6b1-43da-b9a8-927ec0c62e31,,[],CR-478754,2025-09-15 10:43:27,2024-08-18,,2024-12-17,False,,1980-02-21,Adelia,IN602973,Gascón,,,,,Deferred sentence,DUI,2991.25,P-E864871022,,2024-09-07,SEN-1beb5e30-9bdf-454c-a185-cda3e041090f,DEFERRED_SENTENCE,2024-09-18,RCW 21.677,3,90
1b11aca1-ffae-4cae-8a98-be516f01fc8b,1.6,[],CR-297354,2025-09-15 10:43:27,2024-07-21,,,False,,1953-01-11,千代,IN480531,小川,,,,,Fine only: $2000,ASSAULT 4,,P-56EE1772BC,,2022-11-15,SEN-91eaa9c1-db1a-415f-98c2-9d447b764d80,FINE_ONLY,2022-11-24,RCW 20.252,0,0
331ab589-30e9-4469-8169-ed0e4f305c8d,0.6,"[""CR-448593""]",CR-725652,2025-09-15 10:43:27,2024-10-15,,,False,,1974-08-05,Dương,IN689567,Lê,,,,,Fine only: $2000,DV VIOLATION,,P-401B597D03,,2025-08-25,SEN-13b724fb-acd3-4c8d-835f-415dae7138cc,FINE_ONLY,2025-08-28,RCW 45.129,0,0
72cfbcc3-841b-4374-af46-3faf14c3d0ba,,"[""CR-985287"", ""CR-955289""]",KC-24-80809,2025-09-15 10:43:27,2024-05-08,,,False,,1982-05-06,David,IN914170,Moreno,,,,,Fine only: $250,DUI,,P-7C348AC99A,,2025-04-04,SEN-1cd26862-3e1d-45c6-b4b2-38f4c6bb3c81,FINE_ONLY,2025-04-10,RCW 23.285,0,0
b19d202c-04f4-41c5-b506-b95de514600e,,"[""CR-115220""]",CR-698696,2025-09-15 10:43:27,2025-01-06,,,False,,1992-03-07,James,IN374263,Roberts,,,6.0,2.5,Fine only: $1000,BURGLARY 2,2991.14,P-122F67F7AE,,2023-08-10,SEN-6939453b-2af8-4274-8b3a-47dd510f35fb,FINE_ONLY,2023-08-24,RCW 16.661,0,0
7deab0af-5e65-43e5-942a-8b2f4c6ab525,,[],KC-24-70542,2025-09-15 10:43:27,2025-05-11,,,False,1.0,1992-05-11,Duane,IN816144,Wallace,,,,,Fine only: $250,DV VIOLATION,2920.66,P-686DF97A70,,2022-12-03,SEN-3b9e0c66-c679-4754-942f-c7313bbc310d,FINE_ONLY,2022-12-08,RCW 63.617,0,0
54a767a3-93db-4fad-a106-32dc1f1b29f9,,[],KC-24-34852,2025-09-15 10:43:27,2024-05-01,,2023-01-08,False,,1962-03-09,Hilario,IN338500,Teruel,,,,,Electronic monitoring,ASSAULT 4,,P-D46D5D21D9,,2022-12-17,SEN-723a12a2-eced-4394-aa9a-7f9f1c400b1b,ELECTRONIC_MONITORING,2022-12-25,RCW 42.261,2,14
2ae69bd3-d45f-4f3b-9f6f-aefbd97c3cf2,,"[""CR-746685""]",CR-690256,2025-09-15 10:43:27,2025-02-07,,,False,,1983-01-23,Ceferino,IN395290,Arnaiz,,,,,Fine only: $250,BURGLARY 2,2979.84,P-3026ECE1D5,,2023-12-13,SEN-0f9fb283-70ac-41eb-82f2-0dfac08757a4,FINE_ONLY,2023-12-13,RCW 59.787,0,0
0095de8a-390d-4054-9fc7-ae61cdea2746,,"[""CR-458384""]",CR-707668,2025-09-15 10:43:27,2025-04-15,,2025-06-08,False,,1968-05-31,Julia,IN544494,Newman,,,,,Time served,BURGLARY 2,,P-63933A9660,,2025-05-14,SEN-a6534944-92f3-4b00-82d3-35cbbdae8791,TIME_SERVED,2025-05-22,RCW 32.997,0,17
18e01597-c74d-4287-9393-c10f34d94963,,"[""CR-834276"", ""CR-837515""]",CR-551219,2025-09-15 10:43:27,2024-10-16,,2023-09-22,False,,1981-08-01,Laura,IN492864,Wilson,,,,,Electronic monitoring,ASSAULT 4,2950.75,P-68DA90B018,,2023-08-21,SEN-57afefea-f488-476c-8903-5d934b131f53,ELECTRONIC_MONITORING,2023-08-23,RCW 21.339,30,30
c679ae51-cd10-4382-b489-f220acbb2b70,1.6,[],CR-663695,2025-09-15 10:43:27,2025-04-13,,2025-01-12,True,,1961-12-15,Paula,IN588688,Gallegos,,,,1.5,,BURGLARY 2,2921.83,P-780403A9FE,,2024-09-10,SEN-5ec9c2f1-01ea-49ae-b31b-09927f8b5e89,JAIL_TIME,2024-09-14,RCW 58.768,23,120
d80833fb-7250-40c3-ba1b-c08dcb5306c9,,"[""CR-228909""]",CR-310900,2025-09-15 10:43:27,2024-06-26,8.7,2025-06-17,True,2.4,1946-11-06,Kelly,IN961901,Wilson,,,,3.7,,THEFT 3,,P-3D8F5210F6,,2025-05-25,SEN-afabd6a1-30f2-477b-8ebc-7f386386282d,JAIL_TIME,2025-06-02,RCW 27.309,7,15
866a4742-7725-437f-9826-bf50b2b8a540,,"[""CR-687774""]",CR-107578,2025-09-15 10:43:27,2024-05-07,,2023-03-27,False,,1993-12-13,서연,IN206764,박,,,6.7,4.2,80 hours community service,ASSAULT 4,2938.24,P-7B6C382BE2,,2023-02-25,SEN-69dbd8c9-5d88-409a-9b68-96d6b58ffc74,COMMUNITY_SERVICE,2023-02-25,RCW 57.555,7,30
6a288f1c-6176-485d-9eb2-ba761e7ebd53,,"[""CR-112275"", ""CR-396396""]",CR-361875,2025-09-15 10:43:27,2025-09-04,,2025-04-27,True,,2001-08-17,桃子,IN710939,中村,,,,,,THEFT 3,2964.81,P-56742AF08A,,2024-12-25,SEN-9f4d5725-3605-416a-92f8-8721bf4b9697,JAIL_TIME,2024-12-28,RCW 10.220,27,120
4270b150-ff2f-4706-987c-89c30c76eebd,,"[""CR-873490"", ""CR-312013""]",CR-215380,2025-09-15 10:43:27,2024-02-28,,2022-12-27,True,,1956-12-25,John,IN961116,Gonzalez,,,10.1,0.9,,DUI,2945.75,P-F1D9E6553F,,2022-09-20,SEN-c4c92178-91eb-4e6b-86db-ad781e9276fe,JAIL_TIME,2022-09-28,RCW 13.144,1,90
