amount,bond_id,bond_type,bondsman_company,booking_id,conditions,created_date,exonerated,exonerated_datetime,person_id,posted,posted_datetime,poster_name,receipt_number
1000.0,BOND-3e343451-670f-481b-b51a-23f940b5c248,SURETY,AAA Bail Bonds,14266d63-933f-401f-930e-c67e7701f3a2,"[""PRETRIAL_SUPERVISION"", ""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:27,False,2025-08-12 10:43:27,P-BD7971C40B,True,2025-07-06 10:43:27,William Hunt,RCPT-741915
5000.0,BOND-0e42e4ab-3e14-493d-b125-1a1bfb1623c2,PROPERTY,,191c53bf-1884-4eb4-af47-350d57eea010,"[""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,False,,P-FC1C700F30,True,2025-07-20 10:43:27,David James,RCPT-152687
2500.0,BOND-6547b816-71eb-430f-a32c-18400f865818,SURETY,,f2cf10bb-107f-4106-bd70-2668980eb8c5,[],2025-09-15 10:43:27,False,,P-3F7E69AFE9,False,,,
2500.0,BOND-8a5ff959-c94d-416b-92e4-f8a6f8943b2f,PERSONAL_RECOGNIZANCE,,93e9b0ad-40fa-44a7-bc1c-7092e1dde31d,"[""NO_CONTACT"", ""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:27,True,,P-E8209128C9,False,,,
2500.0,BOND-093d3e7e-eb49-49cd-a660-7dd8e75aa888,SURETY,Quick Release Bail,714e2e90-aa10-4ede-8bb4-61032fb84915,"[""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:27,False,,P-A8BB725660,True,2025-08-13 10:43:27,Shannon Clay,RCPT-349428
2500.0,BOND-94914245-439c-4f82-a22d-fe2988e6e8a9,CASH,,52e369ec-87ae-40ac-b002-6efdf98acfbd,"[""TRAVEL_RESTRICTIONS"", ""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:27,False,,P-D0877D2013,False,,,
500.0,BOND-bcfb3109-773d-4083-a42d-c8b88558c394,PROPERTY,,f579b99d-ad8b-4039-80a3-0a0ca75ca10e,[],2025-09-15 10:43:27,False,,P-14816B17BF,False,,,
500.0,BOND-e06777c0-1798-488d-8840-2f486b852f30,CASH,,6d22ff82-4e86-4265-8d11-5a0302c270cd,"[""NO_CONTACT""]",2025-09-15 10:43:27,True,,P-ADE0BDDAD9,True,2025-07-04 10:43:27,Denise Wilson,RCPT-612612
2500.0,BOND-b4f104e1-f64e-4937-8a5c-38abd33b8cea,SURETY,,8366353f-0db8-4d20-be13-6b2d3a1ac0e6,[],2025-09-15 10:43:27,True,,P-09E8593F1C,False,,,
2500.0,BOND-a37d1e8c-2550-4168-83f7-6efc5189c267,PERSONAL_RECOGNIZANCE,,0c9d3edb-182a-4853-a18d-ebd2ebf3bed1,"[""TRAVEL_RESTRICTIONS"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,False,,P-C334168C4A,False,,,
10000.0,BOND-77db6161-c10b-4e1f-ad08-499c34e10944,PROPERTY,,ebe012b5-f685-4304-a643-51982d4c7f38,"[""TRAVEL_RESTRICTIONS"", ""NO_CONTACT""]",2025-09-15 10:43:27,False,,P-B47EE48990,True,2025-09-03 10:43:27,Thomas Herrera,RCPT-780995
500.0,BOND-a3505b4f-0e13-4d8b-b1ff-58c9e4fe736f,CASH,,a90f98c9-e6b1-43da-b9a8-927ec0c62e31,"[""TRAVEL_RESTRICTIONS"", ""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:27,False,,P-E864871022,True,2025-08-10 10:43:27,Jessica Williams,RCPT-615176
1000.0,BOND-8671a0ed-82e3-419f-82b0-f9438c9aa921,PROPERTY,,ef421845-a05f-4482-a963-7949867bf15e,"[""TRAVEL_RESTRICTIONS"", ""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:27,False,2025-08-24 10:43:27,P-8F5A5BAD4F,True,2025-07-05 10:43:27,Susan Foster,RCPT-716297
500.0,BOND-d0627c34-aee9-4e21-a9a4-11f08350cfa7,PROPERTY,,1b11aca1-ffae-4cae-8a98-be516f01fc8b,"[""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,False,,P-56EE1772BC,False,,,
1000.0,BOND-dc63744a-8509-4ff0-9b6f-dee2ed5be39a,PROPERTY,,331ab589-30e9-4469-8169-ed0e4f305c8d,[],2025-09-15 10:43:27,True,2025-07-19 10:43:27,P-401B597D03,True,2025-08-09 10:43:27,Michael Black,RCPT-502682
10000.0,BOND-b0ddcda0-212d-4797-ac63-d27dc0d49be6,PROPERTY,,52b0fdde-a826-4279-8e34-25470f740809,"[""NO_CONTACT"", ""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:27,False,2025-09-02 10:43:27,P-5DF3BB9E80,True,2025-08-15 10:43:27,Robin White,RCPT-905105
500.0,BOND-89f21645-80bf-48a2-bd60-629a7bad6863,PERSONAL_RECOGNIZANCE,,2ae69bd3-d45f-4f3b-9f6f-aefbd97c3cf2,"[""NO_CONTACT""]",2025-09-15 10:43:27,True,,P-3026ECE1D5,True,2025-09-08 10:43:27,Marcus Jackson,RCPT-149676
500.0,BOND-d03ef6b0-6913-49fe-b40d-85ef965ae773,PROPERTY,,0095de8a-390d-4054-9fc7-ae61cdea2746,"[""TRAVEL_RESTRICTIONS"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,False,,P-63933A9660,True,2025-08-25 10:43:27,Charles Wang,RCPT-716694
1000.0,BOND-e5aa48cc-5e5c-4062-b904-b83befbacb98,PROPERTY,,c3b3f0c4-601c-4c63-8740-7a6902269273,"[""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,True,,P-BE40CBD3D2,True,2025-09-05 10:43:27,Marcus Werner,RCPT-598069
1000.0,BOND-b7e758bb-e9f1-4dc4-ae24-c2f5a8d4efff,SURETY,AAA Bail Bonds,d80833fb-7250-40c3-ba1b-c08dcb5306c9,"[""NO_CONTACT"", ""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:27,False,,P-3D8F5210F6,True,2025-08-06 10:43:27,Christopher Taylor,RCPT-247411
5000.0,BOND-7136ca59-8fb3-4b59-8e5e-768f51ff1a3d,CASH,,62d23c43-f372-425c-81b1-e99bb19c3d19,"[""TRAVEL_RESTRICTIONS"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,True,,P-C7235439E9,True,2025-08-20 10:43:27,Maria Larson,RCPT-821915
500.0,BOND-0a08fe4e-1394-43eb-ad6e-d65c7f49bf6d,PERSONAL_RECOGNIZANCE,,b1471177-aa51-4f94-b2b2-e4cd9b4cd8a4,"[""PRETRIAL_SUPERVISION"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,False,,P-B38634C1F3,True,2025-07-15 10:43:27,Ashley Shah,RCPT-536915
2500.0,BOND-e2c7a3df-255b-4139-b88e-064dcbf55637,PERSONAL_RECOGNIZANCE,,15f03ba5-3267-4f26-9177-f0b9bd58ee08,"[""TRAVEL_RESTRICTIONS"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,False,2025-08-12 10:43:27,P-02145D6DE1,True,2025-08-15 10:43:27,Laurie Brandt,RCPT-579728
1000.0,BOND-e1175d57-8947-4ca0-8d21-c19e643ea699,SURETY,Liberty Bonding,7977f820-53c5-41b7-ab59-d679a108ed27,"[""NO_CONTACT"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,False,,P-9059C4364B,True,2025-07-20 10:43:27,Joshua Hernandez,RCPT-486520
2500.0,BOND-2e4bb70f-7994-4d79-b536-d0f949ef9ad1,CASH,,ef5bb0de-131f-44bf-a9ea-2b828155f1b1,"[""SURRENDER_PASSPORT""]",2025-09-15 10:43:27,True,,P-DF376789A1,False,,,
10000.0,BOND-a5cefe89-348b-419d-8170-73dc20bd2661,SURETY,Quick Release Bail,ce66db3c-fc2b-45f3-a850-b494993dbb35,"[""NO_CONTACT""]",2025-09-15 10:43:28,True,2025-09-06 10:43:28,P-6F4E393061,True,2025-06-26 10:43:28,Stephanie Johnson,RCPT-987223
2500.0,BOND-6f2d95a9-3195-4eee-a268-b388bafb702a,PROPERTY,,5c91dc7d-36e3-423e-976a-b71edbc3cf03,"[""TRAVEL_RESTRICTIONS"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:28,False,2025-08-12 10:43:28,P-2521C6D702,True,2025-07-07 10:43:28,Vanessa Reed,RCPT-623442
5000.0,BOND-9e3b5a63-4b1f-4a1b-8599-070445dd7d27,PERSONAL_RECOGNIZANCE,,1572d59e-05cc-46b4-aef8-a23c2b40fd5a,[],2025-09-15 10:43:28,False,,P-BEE1B3EE4E,True,2025-08-06 10:43:28,Kari Doyle,RCPT-346281
2500.0,BOND-61213f82-ee69-41ae-b617-e999a71ccabe,PROPERTY,,accb30c5-207e-428a-907e-96d05a180cd9,"[""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:28,False,,P-C8B0E88D87,True,2025-08-08 10:43:28,Steven Flores,RCPT-486918
1000.0,BOND-884e0787-46e5-4777-9fe0-fc076a0f76fd,SURETY,AAA Bail Bonds,4107352c-e485-4fec-be7f-c7586c265929,[],2025-09-15 10:43:28,False,2025-07-30 10:43:28,P-6A224CA5D6,True,2025-06-27 10:43:28,Kelly Carpenter,RCPT-308990
500.0,BOND-81ef3884-4413-4084-8367-ee4aef379a1e,CASH,,0111fd06-ecb8-4f12-a2d1-4051d440f932,"[""NO_CONTACT""]",2025-09-15 10:43:28,False,,P-3EA6F39919,True,2025-09-07 10:43:28,Matthew Boyd,RCPT-907613
500.0,BOND-551ac6b1-71a3-4649-a7bf-d39de3f8252d,SURETY,,2f84bce2-2a56-48ea-8618-43e45e6da29e,[],2025-09-15 10:43:28,True,,P-6AE157E83B,False,,,
10000.0,BOND-3df9d12a-f942-432d-ae3d-bd9a3c05122e,SURETY,,b0d9dde9-c5e2-46f4-972e-7c4c51666838,"[""PRETRIAL_SUPERVISION"", ""NO_CONTACT""]",2025-09-15 10:43:28,False,,P-9D7F4A6BC8,False,,,
5000.0,BOND-12658de8-b647-47d8-a8f6-19874d046b7e,CASH,,f4cc510f-1502-4cd1-9bc2-b9fd1b75048a,[],2025-09-15 10:43:28,True,,P-92FE66883E,True,2025-08-01 10:43:28,Kirk Arnold,RCPT-161320
1000.0,BOND-aaab60c7-65cb-4362-825f-38de90eb812c,CASH,,4f4d3ff8-dfb6-495e-923c-102eb854f2f9,[],2025-09-15 10:43:28,False,,P-C0B9982E64,True,2025-08-29 10:43:28,Edward Hinton,RCPT-305393
2500.0,BOND-3877157b-2e57-41f8-8227-afc046c27046,CASH,,8a798c14-fd5d-47c4-acea-8a3c557d6fc5,"[""NO_CONTACT"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:28,False,2025-07-25 10:43:28,P-9BABE02E8D,True,2025-07-26 10:43:28,Jeremiah Baker,RCPT-490570
1000.0,BOND-5c4e481c-4382-402d-9d2e-ecb97133aaea,CASH,,a1d24b53-292a-4fcb-aade-00f276479fd2,"[""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:28,False,,P-830B522263,False,,,
2500.0,BOND-f915bd23-e241-455f-aebb-4ac3e39f32e9,PERSONAL_RECOGNIZANCE,,283e8a18-e13a-4321-a183-1417ef2867b7,"[""NO_CONTACT""]",2025-09-15 10:43:28,True,,P-5C8A8869FD,False,,,
1000.0,BOND-41b96799-50d7-450a-a5f1-951f085665aa,PERSONAL_RECOGNIZANCE,,dc784efe-e0c9-469b-a7e3-59c8e5783a4d,"[""NO_CONTACT"", ""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:28,True,,P-245A9361A7,False,,,
10000.0,BOND-3cb77b22-42bb-476a-82fc-576258b3308f,CASH,,65dc1e2f-101e-46d4-bd1a-c2bb022a4dcc,[],2025-09-15 10:43:28,False,,P-2001C82600,False,,,
2500.0,BOND-59b83a46-f053-4fb5-bae4-9b83ef64c8be,PERSONAL_RECOGNIZANCE,,849389df-588c-4e09-9fb3-6744e1e26f39,"[""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:28,False,,P-C26F7C6017,False,,,
2500.0,BOND-278ba548-0480-45ec-b235-9dfd1a61b5cf,PROPERTY,,3ef5c292-3d36-4dc0-b6ae-e761c7ab1f10,"[""NO_CONTACT"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:28,False,,P-8A8DA38E46,False,,,
1000.0,BOND-fa875000-50dc-458d-a46e-772dcb73215c,SURETY,,a4a143d7-d137-43b2-9d2f-06dde7e1bf44,"[""SURRENDER_PASSPORT"", ""NO_CONTACT""]",2025-09-15 10:43:28,True,,P-8E87F8B518,False,,,
2500.0,BOND-477e2f32-5bb7-43ea-90b6-1200d315b4f3,PROPERTY,,b3c7c329-f7b2-4df0-9918-86929643f2e2,[],2025-09-15 10:43:28,True,,P-6984A1E95B,True,2025-06-21 10:43:28,Yolanda Alvarado,RCPT-354869
1000.0,BOND-acaf456b-2cb1-49bf-bb67-a8a736f42236,CASH,,93b0b131-7b67-4ac7-9a39-701638efdb90,"[""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:28,False,,P-CC11250C72,False,,,
500.0,BOND-8b5b3d48-91f0-4d94-8b63-2acb83d6e6f5,CASH,,b6cebea2-d118-4eab-8a0b-58648fb13cff,"[""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:28,False,,P-8EBCBA60F8,True,2025-08-29 10:43:28,Joseph Moore,RCPT-511151
500.0,BOND-503d85b0-b40c-4055-8774-137f708f16c9,SURETY,AAA Bail Bonds,9ee440d0-6203-48ef-b20e-d8fbd8d5d37b,[],2025-09-15 10:43:28,False,,P-0B3D426F8E,True,2025-07-14 10:43:28,Yvonne Ferrell,RCPT-595423
500.0,BOND-98dc5fc5-9f63-4001-ad3b-07969af1a60f,SURETY,,f6f120a5-8265-4ad0-9c81-7b5dd213d10e,"[""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:28,False,,P-D0B4EFA312,False,,,
5000.0,BOND-90d12062-7eb3-43b1-8766-295497829ff3,PROPERTY,,0ed82768-20e7-40a2-8432-dca169f2d204,[],2025-09-15 10:43:28,False,,P-F6FAAA1FFF,True,2025-07-27 10:43:28,Kevin Brewer,RCPT-853799
2500.0,BOND-6cf6b322-b3ad-4ddb-8272-c122e413351f,PERSONAL_RECOGNIZANCE,,2822cf5e-c901-4575-bda2-5f0ce3ef1a5c,"[""NO_CONTACT""]",2025-09-15 10:43:28,False,2025-08-25 10:43:28,P-ED597CAD56,True,2025-09-12 10:43:28,Steven Lewis,RCPT-776890
10000.0,BOND-75266824-e34a-4fbe-896a-c3a6a84ae5f9,CASH,,3d15c3a7-e2d8-4f8c-8d9e-93984be2f5b4,"[""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:28,False,,P-A753C40426,True,2025-08-04 10:43:28,Carolyn Anderson,RCPT-469004
2500.0,BOND-8644da18-75bb-4559-87d0-d70e23479468,PERSONAL_RECOGNIZANCE,,1696dcad-8771-4ca2-8062-92f2138162d3,"[""SURRENDER_PASSPORT""]",2025-09-15 10:43:28,False,,P-83D4E89A26,False,,,
10000.0,BOND-280e1ec7-5b9f-48f5-b9b5-141ad2acc4bc,SURETY,,75383617-879c-49b6-9b96-5c6e306a533c,"[""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:28,True,,P-23F579E035,False,,,
10000.0,BOND-282d4e3d-639d-4839-b326-b77eb151295e,PROPERTY,,7d067243-5c82-417b-a998-516b694ec33e,[],2025-09-15 10:43:28,False,,P-E66DEFF381,False,,,
500.0,BOND-11838b9b-f88c-49f6-972a-4a722258a09b,PROPERTY,,c98144fb-40e4-4a87-b69b-4e0832fd2c1e,[],2025-09-15 10:43:28,True,,P-1785242E45,True,2025-07-13 10:43:28,Dominique Cole,RCPT-136145
2500.0,BOND-51c69591-37da-4a92-b124-fae42b11c71b,SURETY,,65922268-d37e-420f-95ba-c92d835ac2bc,"[""SURRENDER_PASSPORT""]",2025-09-15 10:43:28,True,,P-50D0CDD072,False,,,
500.0,BOND-2701da4d-97af-48a5-a7f2-f6477d3c2733,CASH,,e565bf41-26d0-4621-a8fe-e1d6afa2a6eb,"[""SURRENDER_PASSPORT""]",2025-09-15 10:43:28,False,,P-6345DCCAC2,False,,,
1000.0,BOND-18bb0a31-3143-4d8f-a478-c343ba2bb8c1,PROPERTY,,d140282e-d4d4-499a-85a5-23671273d524,"[""SURRENDER_PASSPORT"", ""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:29,False,,P-75B6D74CF0,False,,,
10000.0,BOND-6236bd2f-664f-4f59-848b-684fcc7443b2,PROPERTY,,700c0d1a-d71b-457a-8980-259ae3b79260,[],2025-09-15 10:43:29,False,,P-1C3D7F0A47,False,,,
10000.0,BOND-dc813223-3fb5-4572-991c-267440efc0cd,PERSONAL_RECOGNIZANCE,,69c27426-cced-4af1-9fba-cbb7adb4e4ba,"[""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:29,False,,P-05108BEFDD,False,,,
10000.0,BOND-4e1d4a45-94dd-4fa4-9283-215e694acc24,PROPERTY,,669f19d5-4f0c-4ee4-b432-f46a06993795,[],2025-09-15 10:43:29,False,,P-01EC9A95A6,True,2025-09-05 10:43:29,Jon Ewing,RCPT-620821
5000.0,BOND-e6f3952f-e117-4cd4-ba5c-b27280d5dbc2,CASH,,8868af8d-edce-4686-9996-e64b053a7478,"[""TRAVEL_RESTRICTIONS"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:29,False,,P-0392E6E003,False,,,
500.0,BOND-2153f97e-3ba0-4258-aa50-bd7af409adf7,CASH,,875f5fd4-7be9-4dbb-9dd2-5d7c76ee1911,[],2025-09-15 10:43:29,False,,P-91D9760406,False,,,
500.0,BOND-419bffcc-a12e-4d97-8ea8-8c9691173383,CASH,,ce623769-58bc-403d-8a08-78d5104cb0f7,[],2025-09-15 10:43:29,True,2025-08-04 10:43:29,P-27B1BC0B5A,True,2025-09-12 10:43:29,Derek Stevens,RCPT-905464
5000.0,BOND-004bbb14-cbb4-4c2e-a76b-6be98ab6418e,SURETY,Liberty Bonding,3cdafd2d-b799-4f53-b4d0-9f8c5dc72678,[],2025-09-15 10:43:29,False,,P-51261D5346,True,2025-06-23 10:43:29,Angela White,RCPT-505714
5000.0,BOND-b7c530e6-21a5-4d16-b023-bd77d9cda0df,CASH,,d55666ea-adb1-46b2-8d07-719a0d3bf709,[],2025-09-15 10:43:29,False,,P-24FD8FF2C6,True,2025-07-01 10:43:29,Riley Richardson,RCPT-895944
5000.0,BOND-a6ccfc3b-1e85-4548-aa0e-44d5803d155a,SURETY,AAA Bail Bonds,46015bfe-7d20-480d-b712-6e07119db66f,[],2025-09-15 10:43:29,False,,P-E9E1F240E5,True,2025-06-21 10:43:29,Barry Rogers,RCPT-856411
10000.0,BOND-507ceed8-1c0f-4979-b7ac-96ae76897479,CASH,,64469775-629d-4bb3-ad66-2497f8f84634,[],2025-09-15 10:43:29,True,,P-8F3014A68E,True,2025-07-16 10:43:29,Joshua Yoder,RCPT-439995
500.0,BOND-2b1abfe4-65d9-46dc-b042-1a6168b3152f,SURETY,AAA Bail Bonds,946b5936-1d9f-4579-bd36-accf8c9e28ca,"[""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:29,False,,P-2262FDF207,True,2025-07-23 10:43:29,Bethany Greer,RCPT-983444
1000.0,BOND-e1ed2cdd-5700-4aa3-b8ab-b3494477e1b6,PERSONAL_RECOGNIZANCE,,3f4e1e42-55e0-4004-a6f3-9d757e84b59d,[],2025-09-15 10:43:29,False,,P-AEBC824D74,True,2025-08-13 10:43:29,Kayla Rogers,RCPT-861968
10000.0,BOND-aea8131c-6d7a-4182-b5ed-cc40a7201641,CASH,,6cb9c73b-504d-4092-ac91-11f5440f8b43,[],2025-09-15 10:43:29,False,,P-8D68CEC04C,False,,,
500.0,BOND-9d0fd452-cd11-4841-a0b6-e35179d7c740,CASH,,01af85c8-4477-4581-9f91-29a7950e5d39,"[""TRAVEL_RESTRICTIONS"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:29,False,,P-2507D71346,False,,,
500.0,BOND-297b5267-c37c-4bbf-9e11-cbe6806157de,SURETY,Quick Release Bail,46beb0a7-121a-43f3-aef0-f09a44bfdc99,"[""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:29,False,,P-A13012CD94,True,2025-07-04 10:43:29,Michael Williams,RCPT-401865
10000.0,BOND-e9c45679-a2e7-4f8f-a212-93735ceb2e5e,PROPERTY,,2d85c69a-93c6-4a57-af13-28381b55e68b,"[""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:29,True,,P-6DCE082B91,True,2025-08-09 10:43:29,Antonio Nguyen,RCPT-434200
500.0,BOND-38376a1a-57b3-4580-ab78-320d29570261,CASH,,79b3a039-9d21-43a3-af20-bc81037d9558,"[""PRETRIAL_SUPERVISION""]",2025-09-15 10:43:29,False,,P-AE70BF3F38,True,2025-08-21 10:43:29,Edward Ballard,RCPT-137942
5000.0,BOND-2e3efe52-d3e4-48bb-8f12-4649707e68ec,CASH,,9d07fbe6-4b88-4064-adab-b4f0a7a62c9b,"[""SURRENDER_PASSPORT""]",2025-09-15 10:43:29,False,,P-FD632D9B27,False,,,
2500.0,BOND-2cdabe66-97c6-4ec7-a481-5d157a5e1c54,PROPERTY,,2f2c2213-d31d-4500-9f22-ff1e889c8910,"[""SURRENDER_PASSPORT"", ""TRAVEL_RESTRICTIONS""]",2025-09-15 10:43:29,True,,P-E9D119C788,False,,,
5000.0,BOND-2d964c80-b227-4d93-9e66-18ff0b5e973e,PROPERTY,,da62444c-09a8-4bd1-bcc2-9d55dd672c65,[],2025-09-15 10:43:29,False,,P-8A6C64A528,True,2025-08-25 10:43:29,Elizabeth Bell,RCPT-188935
10000.0,BOND-d8b898b7-ea68-44f0-8a6b-08a9ef0c0c58,SURETY,AAA Bail Bonds,c729cd4c-ada6-4210-8d5c-4e3f2f70d25e,"[""TRAVEL_RESTRICTIONS"", ""SURRENDER_PASSPORT""]",2025-09-15 10:43:29,False,,P-CCD9C4F078,True,2025-08-22 10:43:29,Kyle Harrison,RCPT-480078
