booking_id,commitment_county_years,concurrent_with_case_numbers,court_case_number,created_date,crime_date,definite_stated_term_years,end_date,good_time_eligible,gun_years,inmate_date_of_birth,inmate_first_name,inmate_key,inmate_last_name,inmate_middle_name,major_drug_offender_years,maximum_years,minimum_years,notes,offense_description,orc_code,person_id,return_violator_offender_years,sentence_date,sentence_id,sentence_type,start_date,statute,time_served_days,total_days
182ff3a1-fe5e-40b1-8ca0-dd00aef689ce,,"[""CR-464915"", ""CR-842662""]",CR-125555,2025-09-11 15:33:51,2024-01-11,,,False,,1945-07-19,Jack,IN491969,Martin,,,,,Fine only: $500,DV VIOLATION,2999.60,P-0EC2DAB1FF,,2024-09-08,SEN-57b9bc68-ca1f-44b0-94ca-7036e97f7a42,FINE_ONLY,2024-09-19,RCW 31.847,0,0
cc3d6a00-c270-4ebd-ac02-ec319f348733,,[],CR-171308,2025-09-11 15:33:51,2025-06-11,,2022-12-04,True,,1984-01-29,Jasmine,IN987037,Martinez,,,,,,DV VIOLATION,,P-745A6A643A,,2022-11-06,SEN-cd86f1a8-daff-4325-8791-3416d7fc058b,JAIL_TIME,2022-11-19,RCW 67.361,11,15
977baa88-6982-4a96-8c73-9bbed15bf4ea,,"[""CR-833111""]",CR-257279,2025-09-11 15:33:51,2025-05-23,,2027-03-12,False,,1967-03-12,Anthony,IN579796,Jefferson,,,7.4,0.9,Unsupervised probation,DV VIOLATION,2970.89,P-D0071C3048,,2025-03-12,SEN-f8215d8a-2eb2-4d75-992a-f9a699a4f322,PROBATION,2025-03-12,RCW 11.476,21,730
bd77ac2b-8d4c-41e4-b988-92900116d0c3,,"[""CR-160926"", ""CR-290549""]",CR-981045,2025-09-11 15:33:51,2024-12-30,8.1,2028-11-11,True,,1977-01-23,Jerónimo,IN985154,Vila,,,,1.7,,BURGLARY 2,,P-F0FAE6055D,2.2,2024-10-30,SEN-6d25384f-6a6a-407d-ab23-49c5ce88ae70,PRISON,2024-11-12,RCW 36.261,27,1460
4e033a2c-ccfe-4fbf-9e6c-b6819995500b,,"[""CR-727935"", ""CR-746732""]",CR-136744,2025-09-11 15:33:51,2025-05-12,,,False,,1993-12-11,Ashley,IN703326,Baker,,,,0.6,Fine only: $500,THEFT 3,2951.20,P-3F85AE9BC9,,2025-08-14,SEN-767513ae-851b-45a3-bb60-7ed6c0b49234,FINE_ONLY,2025-08-22,RCW 57.950,0,0
d591d249-15cc-44bc-aa09-180f64c74d9c,,"[""CR-185768""]",CR-873468,2025-09-11 15:33:51,2024-07-03,,2023-07-30,True,,1995-07-19,Brandon,IN417101,Anderson,,,,,Eligible for work release,DUI,,P-5D0BFC51DA,,2023-03-29,SEN-c55ef1e2-694c-4169-9057-493a0eec7ec1,WORK_RELEASE,2023-04-01,RCW 39.971,45,120
df760e32-6fed-4497-918c-ceebc571eeaa,,[],CR-714191,2025-09-11 15:33:51,2025-07-05,,,False,,1954-07-14,Allison,IN216598,Pierce,,,,3.2,Fine only: $500,ASSAULT 4,2945.74,P-249B785C8F,,2023-01-09,SEN-5c4fee12-f6d2-4b6d-8b83-54a34ec149ac,FINE_ONLY,2023-01-09,RCW 21.318,0,0
1df7bfed-3dfd-4873-ad6e-730f19b9f324,0.7,[],CR-559390,2025-09-11 15:33:51,2024-09-23,,,False,,1959-11-09,Lakshit,IN421961,Dalal,,,,,Fine only: $500,BURGLARY 2,2933.33,P-3E566FD311,,2025-06-30,SEN-f1aeeed7-af18-4ab8-a787-6f1a343cd2d8,FINE_ONLY,2025-07-11,RCW 41.530,0,0
adc1012b-8cd7-445b-8e0d-0954efc962ae,,"[""CR-213127""]",CR-449549,2025-09-11 15:33:51,2024-03-22,,,False,,1941-12-09,Melinda,IN516282,Zimmerman,,,3.8,3.0,Fine only: $500,BURGLARY 2,2929.45,P-A7B533E69C,,2023-08-12,SEN-dc08a35c-e3d6-4e5b-ba73-d7cf3fb867cc,FINE_ONLY,2023-08-12,RCW 33.148,0,0
4f5cbd46-e521-4c17-9908-cf3df26545e3,,"[""CR-213243"", ""CR-818194""]",CR-323844,2025-09-11 15:33:51,2023-12-24,,2023-11-17,False,,1991-08-04,Craig,IN738525,Vasquez,,,,,Time served,ASSAULT 4,2958.13,P-C8A5DE6A3F,,2023-11-06,SEN-b06c3d7c-c7ec-4596-9242-53060ca516c5,TIME_SERVED,2023-11-12,RCW 53.349,4,5
7b0953eb-c39b-4a81-88fa-4d75841e39d0,,"[""CR-615173"", ""CR-728274""]",CR-862676,2025-09-11 15:33:51,2023-12-31,,,False,,2003-08-05,Ricardo,IN808376,Stokes,,,11.8,3.0,Fine only: $500,BURGLARY 2,2903.22,P-A73DD8FB73,,2023-08-09,SEN-6b806776-bc93-4edb-8529-d17f64fc3c33,FINE_ONLY,2023-08-16,RCW 34.421,0,0
8425f65b-5736-4576-82b7-3de6df3293c5,,"[""CR-799903"", ""CR-185366""]",CR-588729,2025-09-11 15:33:51,2024-08-08,,2023-04-15,False,,1981-01-18,Marco,IN514397,Macías,,,7.7,2.7,80 hours community service,ASSAULT 4,,P-7DF61B45E0,,2023-02-11,SEN-efef1069-a7cf-4673-bfea-a6e53a4207f9,COMMUNITY_SERVICE,2023-02-14,RCW 26.718,15,60
d51b3240-a68a-4c73-ae35-016b25124ae2,,[],CR-833102,2025-09-11 15:33:51,2024-05-09,,2026-02-25,True,,1975-10-07,Aaron,IN298181,Anderson,,,,,,DUI,,P-A9656AE01B,2.1,2025-08-18,SEN-deb2b2d1-f91c-4764-8c5f-da95a163d108,JAIL_TIME,2025-08-29,RCW 27.782,41,180
c3784796-1f3a-4204-98c3-d508ab6dbe14,,"[""CR-490200"", ""CR-428233""]",CR-972980,2025-09-11 15:33:51,2024-11-29,,2025-12-12,False,,1980-11-22,Matthew,IN872083,Tucker,,,3.1,0.6,Unsupervised probation,THEFT 3,2958.06,P-DD7E4B3021,,2022-11-29,SEN-bd87fff1-f189-4784-a095-7782cd400c69,PROBATION,2022-12-13,RCW 44.730,39,1095
4a721df3-a191-4a82-a9b2-c80869923b22,,"[""CR-278258"", ""CR-503676""]",CR-116477,2025-09-11 15:33:51,2024-09-24,,,False,,1984-08-29,은지,IN107402,김,,,,,Fine only: $500,DV VIOLATION,,P-DFD161292E,,2023-10-22,SEN-274300ad-c45a-4069-9e8f-887840e59501,FINE_ONLY,2023-10-23,RCW 30.992,0,0
65f488cb-d38a-459c-99e7-6c520f786258,1.0,[],CR-603600,2025-09-11 15:33:51,2025-06-13,,,False,3.0,1975-05-24,Brooke,IN219993,Taylor,,,,,Fine only: $500,DUI,2968.21,P-494EEEA6AB,,2024-12-24,SEN-287af803-8a45-4bf6-912a-a1264b315386,FINE_ONLY,2024-12-30,RCW 52.74,0,0
8ae495c4-e251-4bb6-b0ed-474c1603908c,,"[""CR-935482"", ""CR-117911""]",CR-126918,2025-09-11 15:33:51,2024-05-25,,2024-10-12,False,1.9,2004-08-15,Melissa,IN944228,Garcia,,,,,Time served,DUI,,P-78DE57CB87,,2024-09-25,SEN-b939d009-1663-4db2-a651-ae1965a2450a,TIME_SERVED,2024-10-05,RCW 40.970,4,7
34f9832f-07ef-40de-a30e-8fb1ec917d4e,,"[""CR-832865"", ""CR-825864""]",CR-173551,2025-09-11 15:33:51,2024-11-17,,2025-12-09,False,,2001-01-17,James,IN593780,Smith,,,,,Sentence suspended,DV VIOLATION,,P-9A99D10B46,,2025-08-05,SEN-4bf4d7dc-54fb-4333-9099-902f760f8bc6,SUSPENDED,2025-08-11,RCW 11.346,9,120
bc50b2ff-91ef-42cb-bd3c-084b3d748454,,[],CR-285859,2025-09-11 15:33:52,2024-10-12,,2023-07-07,False,,1991-08-03,Jennifer,IN437077,Mccarthy,,,,,Sentence suspended,ASSAULT 4,,P-D355C0D74F,,2022-12-30,SEN-2dfd0eff-f916-4061-9293-dfe3989642ca,SUSPENDED,2023-01-08,RCW 41.816,40,180
e94714bd-cce5-4579-8f07-ca63ddc8586b,,[],CR-507488,2025-09-11 15:33:52,2024-10-16,,2025-01-29,False,,1998-07-24,Nayara,IN863213,Barba,,,6.3999999999999995,0.8,Electronic monitoring,BURGLARY 2,,P-D40B0F5A8A,,2024-09-28,SEN-2d46e281-aee7-470c-9711-c83e1831e2b1,ELECTRONIC_MONITORING,2024-10-01,RCW 41.335,13,120
d7b7db7f-2431-4ad5-9f03-cefd6ee1c59f,,[],CR-974736,2025-09-11 15:33:52,2024-11-08,,,False,,1994-03-06,Betty,IN567669,Mason,,,,2.1,Fine only: $250,BURGLARY 2,2903.86,P-011108CDBA,,2024-07-05,SEN-d5245b3a-54ad-448c-a351-150b4c0366f2,FINE_ONLY,2024-07-10,RCW 28.441,0,0
feac630e-142a-4ddc-bfa1-5481a94103f6,,"[""CR-656809""]",CR-175101,2025-09-11 15:33:52,2023-09-24,7.0,2025-03-18,True,,1941-02-18,Justin,IN101168,Morrison,,,,,,THEFT 3,,P-42B90DA197,,2025-02-28,SEN-5c0bab28-144f-430d-8e48-aebad230bbd0,JAIL_TIME,2025-03-03,RCW 21.240,0,15
0a9822a3-1da0-47db-9f41-c21ad8c137ba,,[],CR-727387,2025-09-11 15:33:52,2024-12-27,,2026-04-28,False,,1992-06-03,Gary,IN953006,King,,,,3.8,Deferred sentence,ASSAULT 4,2947.03,P-7C55A11042,,2025-04-27,SEN-9bbb912d-76b9-404e-9465-fa9b82023ac7,DEFERRED_SENTENCE,2025-04-28,RCW 15.394,8,365
4a3d0a3e-7aca-4199-b491-feed64db9713,1.3,"[""CR-994962"", ""CR-686924""]",CR-435442,2025-09-11 15:33:52,2024-08-10,,2023-12-27,False,,1948-11-07,Lakshmi,IN222613,Ahuja,,,9.8,4.5,Time served,DUI,2942.62,P-9B1C9D8F08,,2023-12-09,SEN-702d51bc-6093-4648-845c-e3f018996f21,TIME_SERVED,2023-12-23,RCW 15.389,4,4
54453ceb-66ae-4933-b3eb-8ea215d529c2,1.3,[],CR-703434,2025-09-11 15:33:52,2024-09-30,,2025-12-14,False,,1988-06-14,Ashley,IN131811,Alvarez,,,9.4,2.6,Unsupervised probation,DUI,2972.60,P-C233E989A7,,2024-12-14,SEN-917fa241-c306-405d-8e38-dfd1efd20b79,PROBATION,2024-12-14,RCW 68.439,25,365
6828abb8-22a9-4bba-82ed-056e6894d43d,,"[""CR-915014"", ""CR-902205""]",CR-468408,2025-09-11 15:33:52,2025-08-17,,2024-12-22,False,,1963-10-16,Trinidad,IN168504,Hoyos,,,10.8,3.4,Supervised probation,ASSAULT 4,,P-F48024A27D,,2024-06-15,SEN-b276b771-b840-4ccf-b0c2-3091d7e70f95,PROBATION,2024-06-25,RCW 33.144,38,180
63d9a09c-0d9e-4b6a-8968-3f1cd0eaf785,,[],CR-843938,2025-09-11 15:33:52,2023-10-18,,2025-05-22,False,,1951-05-12,William,IN904939,Smith,,,,,80 hours community service,BURGLARY 2,2909.14,P-AE6423F34D,,2025-04-13,SEN-0d0a4400-959a-4c89-8e0c-6d11c9f4d21a,COMMUNITY_SERVICE,2025-04-22,RCW 52.696,14,30
b5af3ab3-4dd1-462f-aa5b-874987166da7,,"[""CR-587388""]",CR-490884,2025-09-11 15:33:52,2024-01-24,,2024-04-19,False,,1980-04-01,Robin,IN732007,Durham,,,,,Deferred sentence,THEFT 3,,P-FAAEEE7AB5,2.3,2023-04-12,SEN-ccd738e9-fa24-4a10-851e-33d89bac31db,DEFERRED_SENTENCE,2023-04-20,RCW 52.761,16,365
f2f76d25-a7c3-48a2-827e-34409569ed1a,,"[""CR-263294""]",CR-547196,2025-09-11 15:33:52,2024-04-20,,2027-02-17,False,,2005-06-09,Poncio,IN397686,Heredia,,,,,Unsupervised probation,DV VIOLATION,2917.12,P-F3B266101D,,2024-02-18,SEN-b9e80f8f-63ab-414d-8b9e-cb1103ef560c,PROBATION,2024-02-18,RCW 12.139,15,1095
a671a9ed-d5b5-4de2-a101-677e56414c55,,"[""CR-993336"", ""CR-127430""]",CR-631391,2025-09-11 15:33:52,2024-03-31,,2025-02-02,False,,1967-09-16,Álvaro,IN369119,Ruano,,,,2.3,Time served,DUI,2927.45,P-960D2C0D5E,,2025-01-05,SEN-24487e8b-b25f-487a-b64d-d312bf36a1e3,TIME_SERVED,2025-01-17,RCW 31.771,1,16
